date,total_energy
2020-10-30,3647.955808752
2020-10-31,3621.580978517
2020-11-01,3611.372902817
2020-11-02,3702.529354839
2020-11-03,1633.5546240439999
2020-11-04,3021.365445215
2020-11-05,2527.432823752
2020-11-06,1600.997479749
2020-11-07,2917.492380481
2020-11-08,2732.55190814
2020-11-09,3210.232876118
2020-11-10,3495.788085823
2020-11-11,3536.167310365
2020-11-12,3618.223072673
2020-11-13,2974.853974791
2020-11-14,1403.352907528
2020-11-15,1940.77188013
2020-11-16,1832.384817564
2020-11-17,1314.562069258
2020-11-18,1275.803170364
2020-11-19,1822.195927481
2020-11-20,3397.729377496
2020-11-21,3011.541193171
2020-11-22,3158.821881959
2020-11-23,3441.185113045
2020-11-24,3473.373418235
2020-11-25,3361.668188016
2020-11-26,2857.702490631
2020-11-27,3187.874578994
2020-11-28,2944.626312899
2020-11-29,3159.58926373
2020-11-30,3509.320347165
2020-12-01,3650.415135991
2020-12-02,3429.802808597
2020-12-03,3495.795031567
2020-12-04,3022.717745811
2020-12-05,1037.6408221030001
2020-12-06,1585.281181309
2020-12-07,1091.645612372
2020-12-08,1300.745630648
2020-12-09,1175.133313391
2020-12-10,1074.887739939
2020-12-11,1936.947382353
2020-12-12,1600.285023877
2020-12-13,2099.910714359
2020-12-14,2604.596956179
2020-12-15,3573.639041638
2020-12-16,3997.84939726
2020-12-17,3976.743870049
2020-12-18,3905.649908741
2020-12-19,3202.859453817
2020-12-20,3478.352842496
2020-12-21,3668.55552597
2020-12-22,3420.874558042
2020-12-23,2876.434887302
2020-12-24,2918.760487108
2020-12-25,3315.25279844
2020-12-26,2634.891070666
2020-12-27,3237.390412293
2020-12-28,2400.975990604
2020-12-29,3407.985258487
2020-12-30,3398.0527836329998
2020-12-31,3219.88723991
2021-01-01,38.696343102
